,Nomads,total_Clustering,Fights_per_step,Cooperation_per_step,Tribe_0_Nomads,Tribe_1_Nomads,Tribe_0_Spice,Tribe_1_Spice,Tribe_0_Clustering,Tribe_1_Clustering,Tribe_0_Trades,Tribe_1_Trades,experiment_name,width,height,n_tribes,n_agents,n_heaps,vision_radius,step_count,alpha,trade_percentage,spice_movement_bias,tribe_movement_bias,spice_threshold,spice_kwargs,river_kwargs,location_kwargs,spice_generator,river_generator,location_generator,Tribe_2_Nomads,Tribe_2_Spice,Tribe_2_Clustering,Tribe_2_Trades,Tribe_3_Nomads,Tribe_3_Spice,Tribe_3_Clustering,Tribe_3_Trades
10,33,4.680555555555555,159.5,65.0,13,20,45.94348436159022,144.36430236370632,1.625,6.666666666666667,14.14,16.675,ofat_results_sophie_coop_issue,100,100,2,520,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,530,66.25,0.0,0.0,265,265,795.0,795.0,66.25,66.25,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,530,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,335,12.284200211065883,98.0,57.5,168,167,458.238316542883,439.0580136037447,15.272727272727273,9.277777777777779,45.4,55.3,ofat_results_sophie_coop_issue,100,100,2,530,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,194,8.783370392830673,120.0,67.5,106,88,250.71677523494017,289.8562542945845,11.777777777777779,5.176470588235294,48.95,47.125,ofat_results_sophie_coop_issue,100,100,2,530,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,127,4.5769028871391075,130.5,71.0,65,62,132.5065865119292,243.75094098775432,5.0,4.133333333333334,40.81666666666667,36.016666666666666,ofat_results_sophie_coop_issue,100,100,2,530,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,97,3.3829160530191458,135.0,71.0,45,52,75.82506355939921,213.09335384362865,3.0,3.7142857142857144,34.1125,29.825,ofat_results_sophie_coop_issue,100,100,2,530,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,75,2.5074074074074075,139.0,71.5,28,47,39.83253012411482,191.06690984503817,2.3333333333333335,2.611111111111111,30.03,25.57,ofat_results_sophie_coop_issue,100,100,2,530,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,63,2.5277777777777777,140.5,72.0,21,42,25.385673216773103,165.43535208398728,2.3333333333333335,2.625,26.1,22.341666666666665,ofat_results_sophie_coop_issue,100,100,2,530,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,50,3.1310526315789473,142.0,72.0,13,37,20.959852518232868,140.97070495186549,6.5,1.9473684210526316,23.114285714285714,20.457142857142856,ofat_results_sophie_coop_issue,100,100,2,530,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,46,3.849802371541502,142.0,72.0,12,34,18.35235511129911,118.63149306593624,6.0,3.090909090909091,20.56875,18.85,ofat_results_sophie_coop_issue,100,100,2,530,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,38,6.967105263157895,144.5,74.0,7,31,11.838563852746939,106.4572208636639,3.5,7.75,18.42222222222222,17.927777777777777,ofat_results_sophie_coop_issue,100,100,2,530,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,37,3.7027027027027026,144.5,74.0,7,30,10.830657410096176,90.92451376570308,3.5,3.75,16.595,16.99,ofat_results_sophie_coop_issue,100,100,2,530,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,540,90.0,0.0,0.0,270,270,810.0,810.0,90.0,90.0,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,540,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,347,9.158956468982254,87.5,42.5,183,164,474.1134752152426,429.52994292161407,9.631578947368421,8.631578947368421,49.05,45.55,ofat_results_sophie_coop_issue,100,100,2,540,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,199,7.111629576453696,115.0,51.0,102,97,252.58975849968363,261.4362158816677,7.285714285714286,6.928571428571429,43.725,44.75,ofat_results_sophie_coop_issue,100,100,2,540,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,121,5.770848985725019,123.5,52.5,61,60,160.73223688947087,176.58484186235717,5.545454545454546,6.0,36.233333333333334,40.31666666666667,ofat_results_sophie_coop_issue,100,100,2,540,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,88,3.6969696969696972,125.5,53.5,48,40,109.03741364254152,129.95751440759477,4.0,3.3333333333333335,30.425,34.85,ofat_results_sophie_coop_issue,100,100,2,540,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,64,2.4190104166666666,127.0,54.0,31,33,83.84764544252057,106.7290272233445,2.066666666666667,2.75,25.79,28.97,ofat_results_sophie_coop_issue,100,100,2,540,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,50,2.2457142857142856,128.0,54.0,24,26,73.52478424154785,91.00267322430244,2.6666666666666665,1.8571428571428572,22.108333333333334,24.866666666666667,ofat_results_sophie_coop_issue,100,100,2,540,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,47,4.470744680851064,128.0,54.0,23,24,65.91009032893399,75.16245070972013,2.875,6.0,19.27857142857143,21.835714285714285,ofat_results_sophie_coop_issue,100,100,2,540,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,43,3.97093023255814,128.5,55.0,22,21,58.32384390513164,62.841807585340824,2.75,5.25,17.11875,19.61875,ofat_results_sophie_coop_issue,100,100,2,540,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,42,2.8650793650793647,128.5,55.0,22,20,50.024593263221625,50.7388556496961,1.8333333333333333,4.0,15.53888888888889,17.816666666666666,ofat_results_sophie_coop_issue,100,100,2,540,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,37,3.0337837837837838,128.5,55.0,20,17,42.065214340918644,39.99495072213328,2.0,4.25,14.095,16.32,ofat_results_sophie_coop_issue,100,100,2,540,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,550,44.95192307692308,0.0,0.0,275,275,825.0,825.0,68.75,21.153846153846153,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,550,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,318,8.833682739343116,110.0,47.5,160,158,403.53525854445473,435.0153035589391,8.88888888888889,8.777777777777779,48.45,47.25,ofat_results_sophie_coop_issue,100,100,2,550,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,177,5.888538164184908,127.0,57.0,83,94,198.2477356857833,222.7849800138867,4.368421052631579,7.230769230769231,42.075,50.025,ofat_results_sophie_coop_issue,100,100,2,550,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,110,3.2434974747474747,135.0,59.0,49,61,125.9253555715511,112.81015530521726,3.0625,3.388888888888889,36.31666666666667,44.65,ofat_results_sophie_coop_issue,100,100,2,550,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,68,4.446311858076564,137.0,60.5,31,37,92.80358943168561,55.30551376576461,3.4444444444444446,5.285714285714286,29.5125,40.825,ofat_results_sophie_coop_issue,100,100,2,550,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,44,2.9724025974025974,137.0,61.0,26,18,72.03253287006179,31.22854755694369,3.25,2.5714285714285716,24.84,36.13,ofat_results_sophie_coop_issue,100,100,2,550,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,33,2.3682277318640956,137.5,61.0,25,8,54.23661343521304,25.10643142698367,2.272727272727273,2.6666666666666665,21.591666666666665,30.808333333333334,ofat_results_sophie_coop_issue,100,100,2,550,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,27,3.023809523809524,137.5,61.0,20,7,40.824613835340756,22.508576285252147,2.857142857142857,3.5,18.92142857142857,26.692857142857143,ofat_results_sophie_coop_issue,100,100,2,550,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,22,2.210227272727273,137.5,61.0,17,5,31.366926614877176,21.57449111185865,2.125,2.5,16.88125,23.45625,ofat_results_sophie_coop_issue,100,100,2,550,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,20,2.5,137.5,61.0,15,5,25.356892667847735,20.148120725955174,2.5,2.5,15.383333333333333,20.894444444444446,ofat_results_sophie_coop_issue,100,100,2,550,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,18,5.388888888888889,137.5,61.0,13,5,20.29049042085994,19.7217503400517,6.5,2.5,14.075,18.9,ofat_results_sophie_coop_issue,100,100,2,550,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,560,70.0,0.0,0.0,280,280,840.0,840.0,70.0,70.0,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,560,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,329,8.986322188449849,103.0,40.5,177,152,456.22634673981486,430.34668986243236,9.833333333333334,8.0,51.0,51.9,ofat_results_sophie_coop_issue,100,100,2,560,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,200,12.93136842105263,122.0,50.0,102,98,249.01601306460893,236.91425186207698,20.4,5.157894736842105,42.05,51.3,ofat_results_sophie_coop_issue,100,100,2,560,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,132,3.480861244019139,130.0,52.0,63,69,147.2143153545583,140.5808435642348,3.3157894736842106,3.6315789473684212,33.85,44.5,ofat_results_sophie_coop_issue,100,100,2,560,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,87,2.4195402298850572,133.0,53.0,42,45,84.43563501788822,110.32873604697822,2.3333333333333335,2.5,28.65,36.7875,ofat_results_sophie_coop_issue,100,100,2,560,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,64,2.3708333333333336,134.5,54.0,28,36,51.71598428075694,91.8158467235284,2.3333333333333335,2.4,24.53,31.04,ofat_results_sophie_coop_issue,100,100,2,560,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,50,2.6895238095238096,135.0,54.0,22,28,38.88218990325746,75.09332135068667,3.142857142857143,2.3333333333333335,21.15,26.433333333333334,ofat_results_sophie_coop_issue,100,100,2,560,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,40,2.4125,135.5,54.0,18,22,30.160491034509946,63.48044110330898,2.0,2.75,18.67142857142857,23.521428571428572,ofat_results_sophie_coop_issue,100,100,2,560,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,30,3.4833333333333334,136.0,54.0,13,17,26.200619985211762,52.76606539406149,4.333333333333333,2.8333333333333335,16.5875,20.81875,ofat_results_sophie_coop_issue,100,100,2,560,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,22,3.909090909090909,136.0,54.0,10,12,21.450597085087963,46.630403763615455,5.0,3.0,14.883333333333333,18.63888888888889,ofat_results_sophie_coop_issue,100,100,2,560,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,21,3.071428571428571,136.0,54.0,9,12,18.595869175111197,42.593854688501544,4.5,2.0,13.395,16.88,ofat_results_sophie_coop_issue,100,100,2,560,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,570,71.25,0.0,0.0,285,285,855.0,855.0,71.25,71.25,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,570,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,349,10.319822508755173,103.0,52.0,172,177,412.3636308949641,450.07020268181685,9.555555555555555,11.0625,57.95,51.2,ofat_results_sophie_coop_issue,100,100,2,570,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,208,5.977799773755656,124.0,57.5,99,109,187.2111401891877,250.9703569970678,5.5,6.411764705882353,55.025,44.8,ofat_results_sophie_coop_issue,100,100,2,570,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,122,8.081056466302368,130.0,59.5,54,68,103.8188119071252,140.83023111713123,13.5,3.7777777777777777,48.13333333333333,37.53333333333333,ofat_results_sophie_coop_issue,100,100,2,570,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,79,4.647920433996384,132.0,60.0,32,47,62.324935546094736,90.8872685431706,4.571428571428571,4.7,42.2875,31.1,ofat_results_sophie_coop_issue,100,100,2,570,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,55,4.1063636363636355,133.0,60.5,21,34,44.968163955610144,64.02830107586105,5.25,3.4,34.64,25.59,ofat_results_sophie_coop_issue,100,100,2,570,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,36,2.5879629629629632,133.5,60.5,14,22,37.13123411562532,48.666592737850685,2.3333333333333335,2.75,29.025,21.783333333333335,ofat_results_sophie_coop_issue,100,100,2,570,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,27,2.257142857142857,134.0,61.5,12,15,32.57670958066955,38.064032156116376,2.4,2.142857142857143,25.0,18.85,ofat_results_sophie_coop_issue,100,100,2,570,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,24,3.6076388888888884,134.5,61.5,11,13,29.259821975036044,31.039639671069086,2.75,4.333333333333333,21.89375,16.60625,ofat_results_sophie_coop_issue,100,100,2,570,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,20,2.08,134.5,61.5,8,12,25.804891988674722,26.047595127137,1.6,2.4,19.494444444444444,14.794444444444444,ofat_results_sophie_coop_issue,100,100,2,570,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,17,2.9215686274509807,135.0,61.5,7,10,22.08425196499956,22.495471485460474,2.3333333333333335,3.3333333333333335,17.545,13.335,ofat_results_sophie_coop_issue,100,100,2,570,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,580,72.5,0.0,0.0,290,290,870.0,870.0,72.5,72.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,580,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,342,27.29993844259772,114.5,53.5,178,164,474.19488285628995,414.50102724486084,44.5,8.631578947368421,54.7,40.6,ofat_results_sophie_coop_issue,100,100,2,580,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,183,6.417784401390959,140.5,67.5,102,81,247.25206077685598,229.8937039142417,5.666666666666667,7.363636363636363,51.5,34.975,ofat_results_sophie_coop_issue,100,100,2,580,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,116,4.580972906403941,147.5,72.5,63,53,142.77218642658084,161.92507566509263,5.25,3.7857142857142856,42.63333333333333,28.766666666666666,ofat_results_sophie_coop_issue,100,100,2,580,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,78,2.5337072649572647,149.5,75.0,41,37,87.13470430159698,121.14987272323772,2.7333333333333334,2.3125,36.2,24.7,ofat_results_sophie_coop_issue,100,100,2,580,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,61,2.4763556116015133,152.0,78.0,28,33,66.91384411242798,87.62290544455479,2.1538461538461537,2.75,30.11,20.85,ofat_results_sophie_coop_issue,100,100,2,580,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,44,3.117424242424242,152.5,78.0,21,23,51.244240100891005,67.24679647704542,2.3333333333333335,3.8333333333333335,25.566666666666666,18.133333333333333,ofat_results_sophie_coop_issue,100,100,2,580,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,35,2.4603174603174605,153.0,78.0,17,18,44.02039312963909,49.123275795864906,1.8888888888888888,3.0,22.392857142857142,16.192857142857143,ofat_results_sophie_coop_issue,100,100,2,580,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,27,2.2777777777777777,154.0,78.0,15,12,35.84005841288714,42.75337838822297,2.5,2.0,19.95,14.39375,ofat_results_sophie_coop_issue,100,100,2,580,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,23,2.003726708074534,155.0,80.0,12,11,31.96914201935517,36.67479603729173,2.4,1.5714285714285714,17.988888888888887,12.972222222222221,ofat_results_sophie_coop_issue,100,100,2,580,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,19,2.8201754385964914,155.0,80.0,10,9,28.288791284168855,33.59429158034546,3.3333333333333335,2.25,16.33,11.755,ofat_results_sophie_coop_issue,100,100,2,580,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,590,53.263888888888886,0.0,0.0,295,295,885.0,885.0,73.75,32.77777777777778,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,590,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,354,9.339875111507581,121.5,57.5,186,168,469.3976772554812,443.9073437658924,9.789473684210526,8.842105263157896,63.85,52.45,ofat_results_sophie_coop_issue,100,100,2,590,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,200,7.040690476190476,142.0,66.0,111,89,256.85441091603053,229.5003492830323,7.928571428571429,5.933333333333334,58.05,48.85,ofat_results_sophie_coop_issue,100,100,2,590,2,10,100,0.5,0.5,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
